name
Bargholtz
Bark
Barnekow
Barthelson
Basso
Batongmormor
Batra
Baumgarten
Bayibsa
Baylan
Beck
Beck-Frii
Beck-Friis
Beckman
Begic
Behm
Behmer
Beijer
Beiming
Bellinder
Benedicks
Bengtson
Bengtsson
Bengtzboe
Benjaminsson
Bennich
Berg
Bergander
Bergbäck
Bergdahl
Berge
Bergegren
Bergenblock
Bergendahl
Bergens
Berger
Berget
Berggren
Bergh
Bergheden
Berginger
Bergius
Berglind
Berglund
Berglöf
Berglöv
Berglöw
Bergman
Bergmanson
Bergmansson
Bergmark
Bergquist
Bergqvist
Bergstedt
Bergstig
Bergstrand
Bergström
Bergvall
Berlin
Berliner
Berling
Bernadotte
Bernal
Berndes
Berndtson
Berndtsson
Bernhardsson
Bernström
Berntson
Berntsson
Beronius
Bertilsson
Beskow
Bexelius
Bexell
Beyer
Bieler
Biesärt
Biesèrt
Biesért
Bildt
Bill
Billing
Billman
Billqvist
Billström
Birath
Birinxhiku
Birke
Bissmarck
Bissmark
Biörck
Biörklund
Biörsmark
Bjelle
Bjellqvist
Bjerkander
Bjurling
Bjurström
Bjälkebring
Bjälkö
Bjärnum
Björck
Björinge
Björk
Björkenstam
Björklund
Björkman
Björkquist
Björkänge
Björlin
Björling
Björlund
Björn
Björnberg
Björne
Björnemalm
Björnlod
Björnsson
Björnstjerna
Björzén
Bladelius
Bladh
Blanche
Blidberg
Blidfors
Blix
Blixt-Sigurdsen
Block
Blom
Blombacka
Blomberg
Blombäck
Blomkvist
Blomquist
Blucher
Blücher
Boberg
Bodin
Bodström
Bodén
Bogren
Boheman
Bohlin
Bohman
Bohnsted
Bohnstedt
Boija
Bojerud
Bokström
Bolander
Bolin
Bolkéus
Bolund
Boman
Bonde
Bondeson
Bondesson
Bondestam
Bonnier
Boo
Borelius
Borell
Borg
Borge
Borggren
Borglund
Borgström
Bosson
Boström
Bosæus
Boulwén
Bouveng
Bouvin
Bovin
Boëthius
Braconier
Brandberg
Brandin
Brandoné
Brandt
Branting
Branting-Westerståhl
Bratt
Brattfors
Braun
Bredberg
Brehmer
Breitholtz
Bremberg
Brendt
Brinck
Brink
Britton
Broander
Broberg
Brock
Brodin
Brodén
Brohult
Brolin
Broman
Bromée
Broomé
Broström
Brown
Broxvik
Bruce
Bruhn
Brummer
Brun
Brunander
Brunberg
Brundin
Brunegård
Brunsberg
Brus
Bruse
Brusewitz
Bruzelius
Brädefors
Bränholm
Brännberg
Brännström
Bråkenhielm
Brånalt
Brånstad
Bucht
Budd
Bueno
Burenstam
Burman
Burwick
Burén
Busch
Busck
Bylund
Bystedt
Byström
Bäck
Bäckelin
Bäckgren
Bäcklin
Bäcklund
Bäckman
Bäckström
Bärg
Bäärnhielm
Bågenholm
Bålby
Bæckman
Bæckström
Bökelund
Bölander
Börjesson
Bülow
Büser
Caap
Callerholm
Calner
Camitz
Canell
Caplan
Carbell
Carlberg
Carlborg
Carleson
Carlgren
Carlheim-Gyllensköld
Carlqvist
Carlshamre
Carlson
Carlsson
Carlsson-Frosterud
Carlstein
Carlström
Carlsund
Carlén
Carnerö
Cars
Carvalho
Casenberg
Casparsson
Caspersson
Cassel
Castberger
Castro
Cato
Cavalli
Cawallin
Ceballos
Cedell
Cederberg
Cederborg
Cederbratt
Cedercrantz
Cederfelt
Cederqvist
Cederschiöld
Cederström
Celsing
Centervall
Centerwall
Cervin
Chenon
Chilo
Chilò
Chiló
Chrisopoulos
Christensen
Christenson
Christensson
Christerson
Christiansson
Christiernson
Christiernsson
Cisija
Ciszuk
Cišija
Claeson
Claesson
Clairfelt
Clarkson
Clason
Clausson
Claëson
Clemedtson
Coenraads
Collander
Colleen
Colliander
Collvin
Conke
Corneliusson
Corshammar-Bojerud
Crafoord
Cramér
Croneborg
Cronstedt
Cruse
Crusebjörn
Culin
Cyr
Cöster
D:Ä
Dacke
Dadgostar
Dag
Dahl
Dahlberg
Dahlbäck
Dahlgren
Dahlin-Andersson
Dahlkvist
Dahlqvist
Dahlstedt
Dahlstrand
Dahlström
Dahlén
Dahm
Dahn
Dalberg
Dalgren
Dalström
Dalunde
Daléus
Damberg
Damm
Damsgaard
Damström
Danckwardt-Lillieström
Dandenell
Danell
Danestig
Danielson
Danielsson
Danmans
Dannaeus
Dannfelt
Danström
Darell
Darin
Darlin
Darvik
Dau
Davidson
Davidsson
Degerliden
Delis
Demir
Demirok
Deremar
Diaz
Dibrani
Dickson
Dieden
Diesen
Dinamarca
Dingizian
Dinkelspiel
Dioukarev
Disa
Dockered
Dofsén
Dogru
Domeij
Domö
Douglas
Doverstorparen
Drougge
Drummond
Dufva
Dufwa
Dulny
Dunker
Duvskog
Duàn
Dylami
Dyrssen
ENSKOG
Eberstein
Eclund
Edberg
Edbom
Edelstam
Edenman
Edgren
Edholm
Edin
Edlind
Edlind-Friberg
Edlund
Edsbäcker
Edström
Edvardsson
Edén
Eek
Egervärn
Egnell
Egnerfors
Ehn
Ehnemark
Ehrenborg
Ehrencrona
Ehrengranat
Ehrenheim
Ehrenstam
Ehrensvärd
Ehrnberg
Einarsson
Einhorn
Eirefelt
Ek
Ekberg
Ekdahl
Ekeberg
Ekeborgh
Ekelund
Ekendahl
Ekenman
Ekenstam
Ekerot
Ekeroth
Ekerum
Ekholm
Ekholm-Frank
Ekinge
Eklind
Eklund
Eklundh
Eklöf
Ekman
Ekna
Ekroth
Ekstedt
Ekström
Ekströmer
Ekwall
El-Haj
Eldensjö
Elfstedt
Elfving
Elger
Elgestam
Eliasson
Elimä
Elinderson
Elisson
Elldin
Elliot
Ellison
Elm
Elmgren
Elmi
Elmquist
Elmroth
Elmstedt
Elmsäter-Svärd
Elmvall
Elmwall
Elmén
Elofsson
Elowson
Elowsson
Emanuel
Emilsson
Emtell
Emthén
Enander
Enarsson
Enderstedt
Eneim
Eneroth
Engberg
Engblom
Engdahl
Engelhardt
Engeström
Engkvist
Englander
Engle
Englund
Engman
Engman-Nordin
Engqvist
Engström
Engströms
Engsund
Enholm
Enhörning
Enlund
Enochson
Enow
Enskog
Enström
Eremita
Erickson
Erickzon
Ericson
Ericsson
Erikson
Eriksson
Eriksson-Ekendahl
Erlander
Erlandsson
Erlansson
Ernestam
Ernfors
Ernkrans
Ernulf
Eronn
Ersson
Ertsborn
Esbati
Escanilla
Esch
Eskel
Eskhult
Eskilandersson
Eskilsson
Essen
Essén
Eurén
Evensson
Evermo
Evers
Ewerlöf
Exner
Ezelius
Fager
Fagerholm
Fagerlin
Fagerlund
Fagerström
Fahimi
Fahlander
Fahlbeck
Fahlman
Fahlén
Fahmi
Falk
Falkenberg
Falkhaven
Falkman
Falkmer
Falla
Fant
Farid
Farivar
Farmanbar
Farup
Fast
Faxe
Federley
Fehr
Fehrman
Feldt
Felten
Feltzing
Ferm
Fernández
Filper
Finnborg
Finnkvist
Finnspång
Finné
Finspång
Finstorp
Fischer
Fiskesjö
Fjellman
Fjällbäck
Flach
Flanking
Fleetwood
Fleming
Flensburg
Flink
Flodström
Flognfelt
Flognfält
Flood
Florén-Winthe
Florén-Winther
Flyborg
Flyg
Fock
Fogelberg
Fogelin
Fogelmarck
Fogelström
Folin
Fonseca
Fornander
Fornarve
Forsberg
Forsell
Forsling
Forslund
Forss
Forssbeck
Forssberg
Forsselius
Forssell
Forssling
Forssman
Forssmed
Fosser
Fraenkel
Francis
Franck
Frank
Frankenberg
Frans
Fransson
Franzon
Franzén
Frebran
Fredberg
Fredenberg
Fredgardh
Fredgardh-Svensson
Fredholm
Fredricson
Fredrikson
Fredriksson
Freivalds
Fremling
Friberg
Frick
Frid
Fridh
Fridolfsson
Fridolin
Fridén
Friesen
Friessen
Friggebo
Friggeråker
Friman
Frimert
Frisk
Frithiof
Fritzon
Fritzson
From
Frost
Fryksdalskongen
Fränckel
Frändås
Frändén
Frænkel
Fröberg
Fröderberg
Fröding
Fröman
Funck
Fundahn
Furst
Furubjelke
Furustrand
Fägersten
Fälldin
Fält
Fälth
Färm
Fågelsbo
Fåhraeus
Fåhræus
Fårdala
Fölster
Första
Føsker
Fürst
Gabelic
Gabrielsson
Gadd
Gahn
Gahrton
Gamov
Gansmoe
Gard
Gardell
Gardfjell
Gardie
Gardner
Gardos
Garpvall
Garstedt
Garthon
Gasslander
Gavelin
Gavelius
Geer
Gegerfelt
Geijer
Geijerstam
Gelin
Gellerman
Gelotte
Genberg
Genitz
Gennser
Georgsson
Gerdau
Gerdin
Germundsson
Gernandt
Gethe
Gezelius
Ghasemi
Gibson
Gidblom
Giertz
Gilje
Gillberg
Gille
Gilljam
Gillner
Gillner-Ringenson
Gillström
Giöbel
Gjerling
Gjöres
Gjörtler
Glansén
Glimnér
Godin
Godén
Gomér
Gorthon
Goude
Goés
Goës
Grabe
Grabo
Grabö
Gradin
Graf
Grafström
Grahn
Granath
Granberg
Granlund
Granstedt
Granström
Grape
Grapenson
Grauers
Grebäck
Green
Grenander
Grenholm
Grevesmühl
Grewesmühl
Grill
Gripenstedt
Groll
Groth
Grubb
Grubbe
Grubbström
Grundberg
Grundell
Grym
Gränebo
Grönhagen
Grönkvist
Grönvall
Grönwall
Gudmundson
Gudmundsson
Guldbrandsson
Gullberg
Gullstrand
Gullström
Gumaelius
Gumelius
Gummesson
Gumælius
Gunnarson
Gunnarsson
Gunne
Gunsdotter
Gunther
Gussing
Gustafsdotter
Gustafson
Gustafsso
Gustafsson
Gustavson
Gustavsson
Gustavsson-Hedenby
Gustbée
Guteland
Gyldenstolpe
Gylfe
Gyllander
Gyllenborg
Gyllengranat
Gyllenhaal
Gyllenkrook
Gyllenram
Gyllenstierna
Gyllenstjerna
Gyllensvaan
Gyllensvärd
Gyllenswärd
Gylling
Gynnerstedt
Gädda
Gärde
Gårdestig
Göransson
Göthberg
Günther
Haag
Habsburg
Haby
Haddad
Haddou
Hadzialic
Hadžialić
Haeggblom
Haeggström
Hagberg
Hagberth
Hage
Hageby
Hagel
Hagen
Hagerman
Hagermarck
Hagfeldt
Hagfält
Haglund
Haglö
Hagman
Hagnell
Hagström
Hagwall
Hagård
Hahn
Haider
Halef
Hall
Hallagård
Hallberg
Halldin
Hallenborg
Hallendorff
Hallengren
Hallenius
Hallgren
Hallin
Hallqvist
Hallström
Hallwyl
Hallén
Halvarsson
Hamberg
Hambraeus
Hamednaca
Hamilton
Hammar
Hammarbacken
Hammarberg
Hammarbergh
Hammarhjelm
Hammarlund
Hammarskjöld
Hammarsten
Hammarström
Hamrin
Hamrin-Thorell
Hannah
Hanson
Hansson
Hansén
Haraldsson
Harpolekare
Hartelius
Hartzell
Hassan
Hasselgren
Hasselquist
Hasselrot
Hassler
Hatt
Hay
Hayes
Hazelius
Hazén
Heckscher
Hector
Hed
Hedberg
Hedblom
Hedborg
Hedenberg
Hedenby
Hedengren
Hedenlund
Hedenstierna
Hedenström
Hederstierna
Hedfors
Hedgren
Hedin
Hedlund
Hedman
Hedna-Olle
Hedquist
Hedqvist
Hedström
Hedvall
Hegardt
Hegeland
Heidenberg
Heiding
Heie
Heijkenskjöld
Heijne-Lillienberg
Heimer
Heindorff
Heinemann
Heister
Heland
Helander
Helger
Helgesson
Hellbacken
Hellberg
Helldén
Hellebladh
Hellengren
Hellerström
Hellgren
Hellgrén
Hellman
Hellner
Hellquist
Hellsborn
Hellström
Hellsvik
Helén
Hemmingsson
Henmark
Hennings
Henningson
Henningsson
Henricson
Henricsson
Henrikson
Henriksson
Herdin
Herlenius
Herlitz
Hermansson
Hermelin
Hernelius
Hernlund
Herou
Herrey
Herrstedt
Herslow
Hervieu
Hesselbom
Hesselgren
Hessle
Hestvik
Heuman
Heurlin
Heydari
Heyman
Heüman
Hierta
Hildebrand
Hilding
Hillar
Hillgård
Hirvonen
Hjalmarson
Hjalmarsson
Hjelm
Hjelm-Wallen
Hjelm-Wallén
Hjelmström
Hjelmérus
Hjerling
Hjertén
Hjorth
Hjortzberg-Nordlund
Hjälmered
Hjärne
Hochschild
Hoff
Hoffmann
Hoffstedt
Hofsten
Hohenhausen
Hollander
Hollertz
Holm
Holma
Holmberg
Holmbäck
Holmdahl
Holmgren
Holmkvist
Holmlin
Holmner
Holmquist
Holmqvist
Holmsten
Holmström
Holstein
Holstenson
Holstensson
Hoppe
Horn
Hornberger
Hovhammar
Hovskär
Hubinette
Hugosson
Huldt
Hult
Hultberg
Hultell
Hulterström
Hulth
Hulthén
Hulting
Hultkrantz
Hultman
Hultqvist
Hultstein
Humla
Hummel
Hurtig
Husberg
Husing
Huss
Hybinette
Hygrell
Hylander
Hyltander
Hyttring
Häckner
HäcknerHäckner
Hägelmark
Hägg
Hägglund
Hägglöf
Häggmark
Häggroth
Häggström
Häll
Hällgren
Hällvik
Härdin
Härlingstorp
Härneman
Härrklättan
Härstedt
Håkanson
Håkansson
Hård
Håstad
Håvik
Hægermarck
Hæggblom
Hæggström
Höglund
Högman
Högmark
Högstedt
Högström
Höij
Höjer
Hökmark
Hörberg
Hörlén
Hörnfeldt
Hörnlund
Hörnsten
Hörnstén
Hörstadius
Höök
Hübinette
I
II
IV
Ibrisagic
Ibrisagić
Ifvarsson
Igel
Ihre
Ihrfors
Indebetou
Ingeson
Ingeström
Ingmansson
Ingvar-Svensson
Ingvardsson
Ingvarson
Irhammar
Isacson
Isacsson
Isaksson
Isberg
Isovaara
Israelsson
J-n
J.Agardh
Jacobsen
Jacobson
Jacobsson
Jadestig
Jakobson
Jakobsson
Jallow
Janson
Jansson
Jarlbäck
Jawad
Jeansson
Jehander
Jenevall
Jennehag
Jensen
Jensfelt
Jeppson
Jeppsson
Jerlmyr
Jernbeck
Jeryd
Jesperson
Jilmstad
Jiwe
Jogansson
Johan
Johannesson
Johannishus
Johanson
Johansson
Johansson-Brånalt
Johansson-Dahr
Johnson
Johnsson
Johult
Jomshof
Jonas
Jonasson
Jonback
Jonnergård
Jonsell
Jonson
Jonsson
Jonäng
Jordan
Josefson
Josefsson
Jounge
Jousma
Juhlin
Juhlin-Dannfelt
Juholt
Jules
Julin
Jungmarker
Jungnell
Juntti
Jutterström
Jäderberg
Jämtin
Järkeborn
Järlesjö
Järrebring
Järrel
Järte
Jóhannesson
Jönson
Jönsson
Jörgensen
Kaaling
Kahlström
Kaijser
Kain
Kain.
Kajerdt
Kajevic
Kakabaveh
Kallifatides
Kallstenius
Kamil
Kant
Kaplan
Karapet
Kardell
Karkiainen
Karlehagen
Karlsbro
Karlskrona
Karlson
Karlsson
Karlstedt
Karlström
Karlén
Kasirga
Kayhan
Keen
Keijer
Kellgren
Kempe
Kennedy
Kenneryd
Kerfstedt
Kerimo
Kero
Key
Kierkemann
Kihlberg
Kihlblom
Kihlbom
Kihlman
Kihlström
Kilbom
Killander
Kilman
Kilsmo
Kinander
Kinberg
Kindblom
Kindbom
Kinmanson
Kinnman
Kinnunen
Kjellberg
Kjellg
Kjellgren
Kjellin
Kjellman
Kjellson
Kjellén
Kjörnsberg
Klackenberg
Klang
Klarberg
Klefbeck
Klevenås
Klinckowström
Kling
Klingspor
Klingvall
Klint
Klockare
Kloo
Klöver
Knaust
Knorring
Knutson
Knutsson
Knöös-Franzén
Kobb
Koch
Kock
Kock-Lindberg
Kockum
Kolare
Kolbäck
Koliev
Kollberg
Kollmats
Kolmodin
Komstedt
Konradsson
Kopparklint
Koraen
Kornias
Korpås
Korsberg
Koræn
Koskull
Krabbe
Kraemer
Krantz
Kristenson
Kristensson
Kristersson
Kristiansson
Krogvig
Krok
Kronblad
Kronlid
Kronlund
Kronmark
Kronstrand
Kronståhl
Kronstål
Kronvall
Kroon
Kropp
Kruse
Krusenstierna
Krusenstjerna
Kræmer
Krönmark
Krügel
Kuhnke
Kullgren
Kumlin
Kunze
Kuylenstjerna
Kvarnström
Kvarnzelius
Kvist
Kyling
Käll
Källenius
Källman
Källqvist
Källstad
Källström
Kärrholm
Kärrlander
Köhler
Köhlin
Könberg
Königsfeldt
Königson
Körlof
Köse
Köster
Küng
LOTHIGIUS
Laag
Lager
Lagerberg
Lagerbielke
Lagerbjelke
Lagerblad
Lagerbring
Lagercrantz
Lagerfelt
Lagergren
Lagerhei
Lagerheim
Lagerkvist
Lagerkwist
Lagerquist
Lagerstråle
Lagerström
Lahti
Lakso
Lamberg
Lamell
Lamm
Lancken
Landberg
Landelius
Lander
Landerholm
Landgren
Landström
Lange
Langenskiöld
Lannegren
Lantto
Lantz
Larfors
Larm
Larsdotter
Larsen
Larson
Larsson
Larsén
Lassen
Lasses
Lassinantti
Lasson
Laurell
Laurin
Laurén
Laval
Lavesson
Leander
Leander-Jönsson
Ledin
Leffler
Leghammar
Leghissa
Leijer
Leijon
Leijonancker
Leijonborg
Leijonhufvud
Leion
Leissner
Leivik
Lejon
Lejonborg
Lekberg
Leksell
Leman
Lemchen
Lemke
Lenning
Lennmarker
Lennström
Leo
Lestander
Leuchovius
Leufsta
Levgren
Levi
Levin
Levinson
Lewenhaupt
Lewerentz
Lewin
Lewén-Eliasson
Lexow
Lidbom
Lidgard
Lidman
Lidman-Frostenson
Lidskog
Lidström
Liebelitz
Liedberg
Liedholm
Lif
Lifvenhage
Liliedahl
Lilienberg
Lilja
Liljeberg
Liljedahl
Liljegren
Liljeholm
Liljekvist
Liljencrantz
Liljenmark
Liljenroth
Liljequist
Liljeroth
Liljesköld
Liljestrand
Liljevall
Lillemets
Lilliecreutz
Lilliehöök
Lillienau
Lillienberg
Lilliesköld
Lilljequist
Linander
Lind
Lindahl
Lindberg
Lindblad
Lindblom
Lindbärg
Linde
Lindedal
Lindekvist
Lindell
Linder
Linderborg
Linderholm
Linderot
Linderoth
Linderoth-Andersson
Linders
Lindestam
Lindewall
Lindforss
Lindgren
Lindh
Lindhagen
Lindholm
Lindkvist
Lindley
Lindman
Lindmark
Lindquist
Lindqvist
Lindqvist-Pettersson
Lindskog
Lindstam
Lindstedt
Lindstedt-Staaf
Lindstrand
Lindström
Lindvall
Lindén
Ling
Lingman
Lingström
Linna
Linné
Linnér
Lithander
Lithner
Littmarck
Littorin
Ljung
Ljungberg
Ljungdahl
Ljunggren
Ljungkvist
Ljunglund
Ljungman
Ljungqvist
Ljuslin
Lodenius
Lohman
Lokander
Loord
Lorentzen
Lorentzon
Lorichs
Lothigius
Lovisin
Lovén
Ludvigsson
Luhr
Luksep
Lund
Lundahl
Lundbeck
Lundberg
Lundberg-Löfqvist
Lundblad
Lundbom
Lundborg
Lundeberg
Lundell
Lunderquist
Lunderqvist
Lundgren
Lundh
Lundholm
Lundin
Lundkvist
Lundmark
Lundquist
Lundqvist
Lundqvist-Brömster
Lundstedt
Lundsten
Lundström
Lundvik
Lundén
Luterkort
Luttropp
Lybeck
Lyberg
Lyckholm
Lyngå
Lyth
Lyttkens
Längberg
Låftman
Lång
Lében
López
Löberg
Löfberg
Löfdahl
Löfgreen
Löfgren
Löfkvist
Löfqvist
Löfroth
Löfsjögård
Löfstedt
Löfstrand
Löfvander
Löfven
Löfvén
Lönegren
Lönn
Lönnberg
Lönnqvist
Lönnroth
Löthner
Lövdén
Lövenborg
Lövendahl
Lövgren
Lövin
Löwegren
Löwenhielm
Lööf
Lööw
Lübeck
Maechel
Magnell
Magni
Magnuson
Magnusson
Maher
Maijström
Mallmin
Malm
Malmberg
Malmborg
Malmqvist
Malmroth
Malmsten
Malmström
Manderström
Manhammar
Mankell
Mannerskantz
Mannheimer
Manouchi
Manriquez
Marcelind
Marcusdotter
Marcuson
Marcusson
Margaretelund
Margretelund
Markgren
Marklund
Markstedt
Markström
Markusson
Marmgren
Martin
Martinger
Martinsson
Marttinen
Maré
Mathsson
Matsson
Mattisson
Mattson
Mattsson
Medin
Meijer
Meijerberg
Mejenqvist
Melin
Melki
Mellin
Mellqvist
Mellén
Mentzer
Messing
Metzén
Meurling
Meyer
Meyerhöffer
Micko
Mikaelsson
Millard
Miller
Mixter
Mizimovic
Mobeck
Moberg
Moberger
Modig
Modigh
Modin
Moghaddam
Mogren
Mogård
Mohlin-Erbeus
Moine
Moje
Molander
Molin
Moll
Molén
Montalvo
Montan
Montgomery
Montgomery-Cederhielm
Moquist
Morell
Morfeldt
Morfiadakis
Morfidiakis
Morlanda
Mosesson
Mossberg
Mossberger
Mouneimne
Mundebo
Munke
Munkhammar
Munktell
Munthe
Muranovic
Murray
Murén
Mustaparta
Mutt
Myrdahl
Myrdal
Myrtin
Mäler
Måbrink
Månsson
Mårtensen
Mårtensson
Mæchel
Mölleby
Möller
Mörck
Mörcke
Mörk
Mörner
Mörtsell
Mühlenfels
Nachmanson
Naesström
Naraghi
Narti
Nasr
Neckö
Neess
Neiglick
Nelander
Nelsson
Nenes
Nerman
Nestrup
Nettelbrandt
Netzén
Nicholson
Niemi
Nihlfors
Nihlén
Niklasson
Nillson
Nilson
Nilsson
Nilzon
Niska
Nisser
Nissinen
Niva
Nohrén
Nolin
Norberg
Nord
Nordberg
Nordblad
Nordblom
Nordborg
Nordell
Nordenfalk
Nordenfeldt
Nordenfelt
Nordengrip
Nordenskiold
Nordenskiöld
Nordenskjöld
Nordenson
Nordenstam
Nordenvall
Nordgren
Nordh
Nordholm
Nordin
Nording
Nordkvist
Nordlander
Nordlund
Nordmark
Nordquist
Nordqvist
Nordstrandh
Nordström
Nordén
Norell
Norin
Norinder
Norlander
Norlin
Norling
Norlén
Norman
Normark
Norrby
Norrman
Norsell
Norup
Norén
Nothin
Nouri
Noyan
Nuder
Nyberg
Nyblaeus
Nyblom
Nyblæus
Nydahl
Nygren
Nygårds
Nyhage
Nykvist
Nylander
Nylund
Nyman
Nyquist
Nyqvist
Nysmed
Nyström
Nyvall
Närlinge
Näsgård
Näslund
Näsman
Näsström
Nådin
Næsström
Obminska
Ocklind
Odelberg
Odell
Odelsparr
Odenberg
Odencrants
Odencrantz
Odhe
Odhner
Odhnoff
Odqvist
Oelreich
Ohlander
Ohlin
Ohlon
Ohlson
Ohlsson
Ohly
Ojanne
Olander
Olauson
Olausson
Olesen
Olhede
Olin
Olivecreutz
Ollén
Olofsgård
Olofson
Olofsson
Olovson
Olovsson
Olsen
Olson
Olsson
Olsén
Oléhn
Omanović
Onsjö
Orback
Oretorp
Orgård
Orre
Orrenius
Orring
Osberg
Oscarson
Oscarsson
Oskarson
Oskarsson
Ossbahr
Osterman
Osvald
Otter
Otterborg
Otterström
Otto
Ottoson
Ottosson
Paarup-Jönsson
Paarup-Petersen
Paggan
Pagrotsky
Palander
Palm
Palmaer
Palme
Palmerlund
Palmgren
Palmqvist
Palmstierna
Palmær
Panke
Pantzarhielm
Papadopoulos
Paterson
Patriksson
Pauli
Paulsen
Paulson
Pedersen
Pegelow
Pehrson
Pehrsson
Pehrsson-Bramstorp
Pekgul
Perez
Perman
Permansson
Pers
Persson
Pertoft
Petersen
Petersens
Peterson
Petersson
Pethrus
Petre
Petri
Petrén
Petterson
Pettersson
Petzäll
Peyron
Phemios
Philipson
Philipsson
Pilhem
Pilsäter
Piper
Plass
Platen
Plath
Ploman
Pohanka
Poignant
Polfjärd
Polstam
Poppius
Poromaa
Posio
Posse
Post
Pour
Pourbaix-Lundin
Pourmokhtari
Printzensköld
Proschwitz
Prytz
Prytz-Holmqvist
Puustinen
Pärssinen
Påhlsson
Pålsson
Püss
Qarlsson
Quensel
Quicklund
Qvicklund
Raab
Rabe
Radesjö
Radhe
Ragnarsson
Rahm
Rahmn
Rainer
Ramberg
Ramel
Ramhorn
Ramsell
Ramstedt
Raneskog
Rangdag
Ranmark
Rantsi
Rantzien
Rappe
Rask
Rasmusson
Raud
Redar
Redelius
Regnell
Regnéll
Regnér
Rehausen
Rehn
Reimer
Reinfeldt
Reinhold
Rejdnell
Rembo
Remgård
Rensfeldt
Renström
Renström-Ingenäs
René
Resare
Reshdouni
Reslow
Restadius
Rettig
Reutercrona
Reuterdahl
Reuterskiöld
Reuterswärd
Reyes
Rhenman
Rhodin
Riazat
Ribbing
Richardson
Richert
Richter
Richthoff
Ridderbjelke
Ridderstad
Riedl
Riegnell
Rignell
Riise
Rimmerfors
Rimås
Rindborg
Ringaby
Ringholm
Ringman
Ringqvist
Ripa
Risberg
Rissén
Riström
Ritzén
Rivière
Rizell
Robson
Rodhe
Rodiya
Rodén
Rogberg
Rogestam
Rohde
Rohdin
Rojas
Rojhan
Roman
Romanus
Romberg
Romson
Ronne-Björkqvist
Ronnebäck
Roos
Rooth
Ros
Rosander
Rosen
Rosenberg
Rosenblad
Rosencrantz
Rosengren
Rosenqvist
Rosenqwist
Rosenschöld
Rosensvärd
Rosen§∞
Rosling
Roslund
Rosqvist
Rossander
Rossander:
Rosvall
Roswall
Rosén
Roth
Rothenberg
Roxbergh
Rubbestad
Rubenson
Rubin
Rudberg
Rudebeck
Rudén
Ruhlin
Rulander
Rundbäck
Rundgren
Rundqvist
Rune
Runefors
Runegrund
Runeson
Runesson
Rutberg
Rutensköld
Ruthberg
Rutqvist
Ruwaida
Ryberg
Rydberg
Rydell
Rydh
Rydholm
Rydin
Ryding
Rydle
Rydqvist
Rydström
Rydén
Rylander
Ryssby
Ryttar
Räf
Räihä
Rämgård
Rääf
Rådberg
Rådhström
Rådström
Rågsjö
Råstock
Röhss
Röing
Rönblad
Rönn
Rönn-Christiansson
Rönnberg
Rönnebäck
Rönnmark
Rönnung
STRINDBERG
Saarinen
Saboni
Sabuni
Sachet
Sacrédeus
Sahlberg
Sahlin
Sahlström
Salin
Salixkungen
Salzmann
Salén
Sammeli
Samuelson
Samuelsson
Samzelius
Sandahl
Sandberg
Sandberg-Fries
Sandborg
Sandegård
Sandell
Sander
Sandgren
Sandholm
Sandin
